"symbol"	"log2fc"	"pv"	"fdr"	"dataset_id"	"dataset_annot"
"PLG"	-3.0845471	0.0102841	0.407	"GSE781"	"renal_cell_carcinoma"
"UPP2"	-3.1224774	0.0077183	0.383	"GSE781"	"renal_cell_carcinoma"
"TMEM213"	-3.1712616	0.0021179	0.322	"GSE781"	"renal_cell_carcinoma"
"KCNE1"	-3.2213591	0.001812	0.322	"GSE781"	"renal_cell_carcinoma"
"HS6ST2"	-3.2304432	0.0033569	0.335	"GSE781"	"renal_cell_carcinoma"
"FXYD4"	-3.260343	0.0013335	0.322	"GSE781"	"renal_cell_carcinoma"
"KCNJ10"	-3.3742668	0.0007605	0.322	"GSE781"	"renal_cell_carcinoma"
"SLC22A12"	-3.4781525	0.0156516	0.426	"GSE781"	"renal_cell_carcinoma"
"SLC26A7"	-3.4836494	0.0016511	0.322	"GSE781"	"renal_cell_carcinoma"
"TMEM52B"	-3.5535252	0.0028038	0.322	"GSE781"	"renal_cell_carcinoma"
"TFCP2L1"	-3.6085153	0.0011555	0.322	"GSE781"	"renal_cell_carcinoma"
"SLC22A8"	-3.6468738	0.0090049	0.396	"GSE781"	"renal_cell_carcinoma"
"SCNN1G"	-3.6516593	0.0038337	0.341	"GSE781"	"renal_cell_carcinoma"
"TFCP2L1"	-3.7649373	0.0022072	0.322	"GSE781"	"renal_cell_carcinoma"
"SLC6A19"	-3.784283	0.0076993	0.383	"GSE781"	"renal_cell_carcinoma"
"SLC13A2"	-3.9092219	0.0042617	0.352	"GSE781"	"renal_cell_carcinoma"
"CTXN3"	-3.9941855	0.0043309	0.352	"GSE781"	"renal_cell_carcinoma"
"SLC4A9"	-4.0005258	0.0008006	0.322	"GSE781"	"renal_cell_carcinoma"
"AQP2"	-4.5150979	0.0014091	0.322	"GSE781"	"renal_cell_carcinoma"
"TMEM213"	-4.5422448	0.0007014	0.322	"GSE781"	"renal_cell_carcinoma"
